stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\wayne\Final_Project\CSI2P-Final-Project-Template\CSI2P-Final-Project-Template\SourceCode\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.14336] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14337] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14339] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14340] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14342] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14343] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.14344] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14346] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.14347] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14349] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.14350] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14352] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.14353] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14355] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14356] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14358] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14359] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14360] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.14362] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14363] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.14365] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14366] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.14367] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14369] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.14370] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14372] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14373] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14375] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14376] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14378] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.14379] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14387] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.14393] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14397] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.14400] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14402] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.14404] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14406] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14408] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.14411] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.14413] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14415] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.14417] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14418] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.14420] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14421] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.14423] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.14424] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.14426] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14427] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14429] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14430] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14432] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14433] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14434] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14436] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14437] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14439] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14440] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14442] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14444] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14445] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14447] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14448] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14450] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14451] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14453] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14454] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14455] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14457] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14458] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14460] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14461] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14463] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14464] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14466] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14467] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14469] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14470] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14472] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14473] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14475] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14476] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14477] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14479] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14480] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14482] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14483] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14485] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14486] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14488] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14489] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14491] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14492] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14494] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14495] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14501] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14505] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14507] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14510] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14513] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14515] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14518] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14520] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14523] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14525] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14530] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14533] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14536] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14538] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14539] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14541] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14542] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14544] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14545] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14547] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14548] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14550] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14551] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14553] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14554] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14556] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14557] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14559] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14560] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14562] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14563] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14564] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14566] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14567] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14569] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14570] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14572] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14573] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14575] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.14576] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14578] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14579] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14580] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14582] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14583] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14585] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.14586] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.14588] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.14592] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.14640] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.14643] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.19828] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.33636] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.33644] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.33649] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.33658] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.33661] Returning d3d_display: 000000000130bc10
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.33663] al_display=000000000130bc10
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.33664] al_display->vt=000000000130baa0
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33712] PathFindOnPath failed to find d3dx9_43.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33740] PathFindOnPath failed to find d3dx9_42.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33770] PathFindOnPath failed to find d3dx9_41.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33811] PathFindOnPath failed to find d3dx9_40.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33840] PathFindOnPath failed to find d3dx9_39.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33863] PathFindOnPath failed to find d3dx9_38.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33887] PathFindOnPath failed to find d3dx9_37.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33909] PathFindOnPath failed to find d3dx9_36.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33932] PathFindOnPath failed to find d3dx9_35.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33955] PathFindOnPath failed to find d3dx9_34.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.33979] PathFindOnPath failed to find d3dx9_33.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34001] PathFindOnPath failed to find d3dx9_32.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34024] PathFindOnPath failed to find d3dx9_31.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34045] PathFindOnPath failed to find d3dx9_30.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34071] PathFindOnPath failed to find d3dx9_29.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34094] PathFindOnPath failed to find d3dx9_28.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34129] PathFindOnPath failed to find d3dx9_27.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34184] PathFindOnPath failed to find d3dx9_26.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34213] PathFindOnPath failed to find d3dx9_25.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.34252] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.34255] Failed to load D3DX9 library. Library is not installed.
dtor     D               dtor.c:196  _al_register_destructor          [   0.34272] added dtor for timer 0000000002c65a80, func 00007ffde181fb3b
dtor     D               dtor.c:196  _al_register_destructor          [   0.34275] added dtor for queue 0000000002c65b30, func 00007ffde180c5dc
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.34461] opening ./assets/image/game_icon.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.34579] opening ./assets/image/game_icon.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34819] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34823] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34824] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34826] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34827] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34829] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34830] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34831] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.34833] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.34834] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.34836] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.34837] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.34839] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.35043] added dtor for bitmap 0000000002c6ad10, func 00007ffde17e1bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35484] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35488] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35489] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35490] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35491] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35492] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35494] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35495] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35496] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.35497] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.35501] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.35502] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.35503] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.35579] added dtor for bitmap 0000000002c66dd0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.36366] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.36375] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.36442] removed dtor for bitmap 0000000002c66dd0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36625] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36627] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36628] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36630] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36631] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36632] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36633] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36634] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36636] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.36637] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.36638] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.36640] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.36641] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36663] added dtor for bitmap 0000000002c66dd0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37214] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37221] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.37448] removed dtor for bitmap 0000000002c66dd0
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.37612] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.37617] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.37619] added dtor for voice 0000000002c66dd0, func 00007ffde1915024
dtor     D               dtor.c:196  _al_register_destructor          [   0.37621] added dtor for mixer 0000000002c66f10, func 00007ffde19104dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.37623] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.37625] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.37967] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.37973] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.37988] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.37991] added dtor for sample_instance 0000000002c67150, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.37994] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.37996] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.37997] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.37999] added dtor for sample_instance 0000000002c67270, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38000] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38002] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38003] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38005] added dtor for sample_instance 0000000002c673e0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38006] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38008] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38009] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38010] added dtor for sample_instance 0000000002c67500, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38012] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38013] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38015] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38016] added dtor for sample_instance 0000000002c676b0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38018] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38019] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38021] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38022] added dtor for sample_instance 0000000002c69430, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38024] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38025] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38026] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38037] added dtor for sample_instance 0000000002c74ff0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38039] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38041] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38042] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38043] added dtor for sample_instance 0000000002c75110, func 00007ffde190929b
